23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,38,31,31,31,31,31,31,39,23,23,23,38,31,31,31,31,31,31,31,31,31,39,23
23,23,38,33,28,28,28,28,28,28,32,39,23,23,35,30,23,23,23,23,23,23,23,30,34,23
23,23,35,28,28,28,28,29,28,28,28,34,23,23,35,27,27,23,23,29,23,23,27,27,34,23
23,23,35,23,28,27,23,23,23,28,28,34,23,23,36,42,27,27,23,23,23,27,27,41,37,23
23,23,35,43,28,29,28,28,27,28,28,32,31,31,31,33,29,27,28,23,28,27,41,37,23,23
23,38,33,23,28,28,28,28,29,28,28,28,28,28,28,28,36,42,27,23,27,41,37,23,23,23
23,35,28,27,28,28,28,28,28,28,28,41,40,40,42,28,34,36,42,23,41,37,23,23,23,23
23,35,28,29,28,28,29,29,29,29,29,29,31,31,33,28,32,31,33,23,32,31,31,31,31,31
23,35,28,28,28,28,28,28,28,28,28,24,23,30,30,28,23,24,23,23,23,23,25,23,23,23
23,36,40,42,28,28,28,28,41,40,40,40,42,30,31,31,31,31,31,31,31,31,31,31,31,31
23,23,23,36,40,40,40,40,37,23,23,23,35,28,23,23,23,28,30,28,23,23,32,39,34,23
23,23,23,23,23,23,23,23,23,23,23,23,35,28,23,23,23,28,30,28,23,23,23,32,39,23
23,23,23,23,23,23,38,31,31,31,31,31,33,23,41,42,23,28,30,28,23,23,23,23,34,23
23,23,23,23,23,38,33,30,30,30,30,30,23,41,37,36,40,40,40,40,42,23,23,23,32,39
31,23,23,23,23,35,28,27,27,27,27,27,28,34,38,31,31,31,31,39,35,23,23,23,26,34
31,31,31,31,31,33,28,28,28,28,28,28,28,32,33,23,23,23,23,23,33,23,23,23,41,37
23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,43,23,43,23,23,23,23,23,34,23
40,40,40,40,40,42,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,34,23
23,23,23,23,23,36,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,37,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
